Datum,Uhrzeit,Generation_DE 30[MW],Generation_DE 10[MW],Generation_DE 20[MW],Generation_DE 40[MW]
06.01.2020,03:00,0,0,0,0
06.01.2020,04:00,0,0,0,0
06.01.2020,05:00,0,0,0,0
06.01.2020,06:00,0,0,0,0
06.01.2020,07:00,0,0,0,0
06.01.2020,08:00,0,0,0,0
06.01.2020,09:00,0,0,0,0
06.01.2020,10:00,0,0,0,0
06.01.2020,11:00,0,0,0,90
06.01.2020,12:00,0,0,0,0
06.01.2020,13:00,0,0,0,45
06.01.2020,14:00,0,0,0,224
06.01.2020,15:00,0,0,0,259
06.01.2020,16:00,0,0,0,248
06.01.2020,17:00,0,0,0,244
06.01.2020,18:00,0,0,0,242
06.01.2020,19:00,0,0,0,240
06.01.2020,20:00,0,0,0,241
06.01.2020,21:00,0,0,0,240
06.01.2020,22:00,0,0,0,243
06.01.2020,23:00,0,0,0,242
07.01.2020,00:00,0,0,0,243
07.01.2020,01:00,0,0,0,243
07.01.2020,02:00,0,0,0,245
07.01.2020,03:00,0,0,0,244
07.01.2020,04:00,0,0,0,245
07.01.2020,05:00,0,0,0,246
07.01.2020,06:00,0,0,0,242
07.01.2020,07:00,0,0,0,244
07.01.2020,08:00,0,0,0,246
07.01.2020,09:00,0,0,0,113
07.01.2020,10:00,0,0,0,0
07.01.2020,11:00,0,0,0,0
07.01.2020,12:00,0,0,0,205
07.01.2020,13:00,0,0,0,193
07.01.2020,14:00,0,0,0,262
07.01.2020,15:00,0,0,0,265
07.01.2020,16:00,0,0,0,264
07.01.2020,17:00,0,0,0,258
07.01.2020,18:00,0,0,0,258
07.01.2020,19:00,0,0,0,260
07.01.2020,20:00,0,0,0,262
07.01.2020,21:00,0,0,0,264
07.01.2020,22:00,0,0,0,264
07.01.2020,23:00,0,0,0,267
08.01.2020,00:00,0,0,0,269
08.01.2020,01:00,0,0,0,266
08.01.2020,02:00,0,0,0,266
08.01.2020,03:00,0,0,0,269
08.01.2020,04:00,0,0,0,268
08.01.2020,05:00,0,0,0,270
08.01.2020,06:00,0,0,0,270
08.01.2020,07:00,0,0,0,273
08.01.2020,08:00,0,0,0,274
08.01.2020,09:00,0,0,0,276
08.01.2020,10:00,0,0,0,178
08.01.2020,11:00,0,0,0,270
08.01.2020,12:00,0,0,0,266
08.01.2020,13:00,0,0,0,267
08.01.2020,14:00,0,0,0,264
08.01.2020,15:00,0,0,0,262
08.01.2020,16:00,0,0,0,254
08.01.2020,17:00,0,0,0,253
08.01.2020,18:00,0,0,0,251
08.01.2020,19:00,0,0,0,254
08.01.2020,20:00,0,0,0,261
08.01.2020,21:00,0,0,0,251
08.01.2020,22:00,0,0,0,254
08.01.2020,23:00,0,0,0,254
09.01.2020,00:00,0,0,0,256
09.01.2020,01:00,0,0,0,254
09.01.2020,02:00,0,0,0,257
09.01.2020,03:00,0,0,0,255
09.01.2020,04:00,0,0,0,257
09.01.2020,05:00,0,0,0,257
09.01.2020,06:00,0,0,0,256
09.01.2020,07:00,0,0,0,254
09.01.2020,08:00,0,0,0,264
09.01.2020,09:00,0,0,0,258
09.01.2020,10:00,0,0,0,263
09.01.2020,11:00,0,0,0,255
09.01.2020,12:00,0,0,0,254
09.01.2020,13:00,0,0,0,268
09.01.2020,14:00,0,0,0,260
09.01.2020,15:00,0,0,0,278
09.01.2020,16:00,0,0,0,258
09.01.2020,17:00,0,0,0,256
09.01.2020,18:00,0,0,0,252
09.01.2020,19:00,0,0,0,256
09.01.2020,20:00,0,0,0,258
09.01.2020,21:00,0,0,0,255
09.01.2020,22:00,0,0,0,261
09.01.2020,23:00,0,0,0,260
10.01.2020,00:00,0,0,0,258
10.01.2020,01:00,0,0,0,258
10.01.2020,02:00,0,0,0,259
10.01.2020,03:00,0,0,0,257
10.01.2020,04:00,0,0,0,259
10.01.2020,05:00,0,0,0,261
10.01.2020,06:00,0,0,0,258
10.01.2020,07:00,0,0,0,261
10.01.2020,08:00,0,0,0,262
10.01.2020,09:00,0,0,0,259
10.01.2020,10:00,0,0,0,258
10.01.2020,11:00,0,0,0,271
10.01.2020,12:00,0,0,0,400
10.01.2020,13:00,0,0,0,453
10.01.2020,14:00,0,0,0,442
10.01.2020,15:00,0,0,0,283
10.01.2020,16:00,0,0,0,275
10.01.2020,17:00,0,0,0,277
10.01.2020,18:00,0,0,0,282
10.01.2020,19:00,0,0,0,281
10.01.2020,20:00,0,0,0,280
10.01.2020,21:00,0,0,0,281
10.01.2020,22:00,0,0,0,280
10.01.2020,23:00,0,0,0,281
11.01.2020,00:00,0,0,0,280
11.01.2020,01:00,0,0,0,282
11.01.2020,02:00,0,0,0,280
11.01.2020,03:00,0,0,0,281
11.01.2020,04:00,0,0,0,279
11.01.2020,05:00,0,0,0,280
11.01.2020,06:00,0,0,0,278
11.01.2020,07:00,0,0,0,282
11.01.2020,08:00,0,0,0,295
11.01.2020,09:00,0,0,0,450
11.01.2020,10:00,0,0,0,454
11.01.2020,11:00,0,0,0,458
11.01.2020,12:00,0,0,0,454
11.01.2020,13:00,0,0,0,454
11.01.2020,14:00,0,0,0,455
11.01.2020,15:00,0,0,0,457
11.01.2020,16:00,0,0,0,455
11.01.2020,17:00,0,0,0,438
11.01.2020,18:00,0,0,0,271
11.01.2020,19:00,0,0,0,265
11.01.2020,20:00,0,0,0,270
11.01.2020,21:00,0,0,0,270
11.01.2020,22:00,0,0,0,269
11.01.2020,23:00,0,0,0,270
12.01.2020,00:00,0,0,0,269
12.01.2020,01:00,0,0,0,268
12.01.2020,02:00,0,0,0,271
12.01.2020,03:00,0,0,0,270
12.01.2020,04:00,0,0,0,270
12.01.2020,05:00,0,0,0,269
12.01.2020,06:00,0,0,0,269
12.01.2020,07:00,0,0,0,268
12.01.2020,08:00,0,0,0,270
12.01.2020,09:00,0,0,0,270
12.01.2020,10:00,0,0,0,270
12.01.2020,11:00,0,0,0,269
12.01.2020,12:00,0,0,0,269
12.01.2020,13:00,0,0,0,270
12.01.2020,14:00,0,0,0,270
12.01.2020,15:00,0,0,0,270
12.01.2020,16:00,0,0,0,268
12.01.2020,17:00,0,0,0,269
12.01.2020,18:00,0,0,0,270
12.01.2020,19:00,0,0,0,270
12.01.2020,20:00,0,0,0,270
12.01.2020,21:00,0,0,0,269
12.01.2020,22:00,0,0,0,270
12.01.2020,23:00,0,0,0,270
13.01.2020,00:00,0,0,0,270
13.01.2020,01:00,0,0,0,270
13.01.2020,02:00,0,0,0,270
13.01.2020,03:00,0,0,0,270
13.01.2020,04:00,0,0,0,270
13.01.2020,05:00,0,0,0,270
13.01.2020,06:00,0,0,0,269
13.01.2020,07:00,0,0,0,269
13.01.2020,08:00,0,0,0,270
13.01.2020,09:00,0,0,0,270
13.01.2020,10:00,0,0,0,262
13.01.2020,11:00,0,0,0,0
13.01.2020,12:00,0,0,0,0
13.01.2020,13:00,0,0,0,150
13.01.2020,14:00,0,0,0,144
13.01.2020,15:00,0,0,0,0
13.01.2020,16:00,0,0,0,0
13.01.2020,17:00,0,0,0,0
13.01.2020,18:00,0,0,0,117
13.01.2020,19:00,0,0,0,275
13.01.2020,20:00,0,0,0,276
13.01.2020,21:00,0,0,0,284
13.01.2020,22:00,0,0,0,281
13.01.2020,23:00,0,0,0,277
14.01.2020,00:00,0,0,0,274
14.01.2020,01:00,0,0,0,278
14.01.2020,02:00,0,0,0,280
14.01.2020,03:00,0,0,0,280
14.01.2020,04:00,0,0,0,279
14.01.2020,05:00,0,0,0,281
14.01.2020,06:00,0,0,0,279
14.01.2020,07:00,0,0,0,280
14.01.2020,08:00,0,0,0,276
14.01.2020,09:00,0,0,0,290
14.01.2020,10:00,0,0,0,282
14.01.2020,11:00,0,0,0,278
14.01.2020,12:00,0,0,0,278
14.01.2020,13:00,0,0,0,371
14.01.2020,14:00,0,0,0,458
14.01.2020,15:00,0,0,0,460
14.01.2020,16:00,0,0,0,450
14.01.2020,17:00,0,0,0,297
14.01.2020,18:00,0,0,0,268
14.01.2020,19:00,0,0,0,274
14.01.2020,20:00,0,0,0,278
14.01.2020,21:00,0,0,0,281
14.01.2020,22:00,0,0,0,277
14.01.2020,23:00,0,0,0,274
15.01.2020,00:00,0,0,0,277
15.01.2020,01:00,0,0,0,282
15.01.2020,02:00,0,0,0,278
15.01.2020,03:00,0,0,0,280
15.01.2020,04:00,0,0,0,281
15.01.2020,05:00,0,0,0,280
15.01.2020,06:00,0,0,0,277
15.01.2020,07:00,0,0,0,277
15.01.2020,08:00,0,0,0,277
15.01.2020,09:00,0,0,0,278
15.01.2020,10:00,0,0,0,276
15.01.2020,11:00,0,0,0,272
15.01.2020,12:00,0,0,0,282
15.01.2020,13:00,0,0,0,275
15.01.2020,14:00,0,0,0,281
15.01.2020,15:00,0,0,0,278
15.01.2020,16:00,0,0,0,278
15.01.2020,17:00,0,0,0,277
15.01.2020,18:00,0,0,0,278
15.01.2020,19:00,0,0,0,281
15.01.2020,20:00,0,0,0,279
15.01.2020,21:00,0,0,0,278
15.01.2020,22:00,0,0,0,279
15.01.2020,23:00,0,0,0,278
16.01.2020,00:00,0,0,0,281
16.01.2020,01:00,0,0,0,280
16.01.2020,02:00,0,0,0,278
16.01.2020,03:00,0,0,0,280
16.01.2020,04:00,0,0,0,278
16.01.2020,05:00,0,0,0,279
16.01.2020,06:00,0,0,0,280
16.01.2020,07:00,0,0,0,279
16.01.2020,08:00,0,0,0,276
16.01.2020,09:00,0,0,0,298
16.01.2020,10:00,0,0,0,152
16.01.2020,11:00,0,0,0,0
16.01.2020,12:00,0,0,0,0
16.01.2020,13:00,0,0,0,0
16.01.2020,14:00,0,0,0,0
16.01.2020,15:00,0,0,0,0
16.01.2020,16:00,0,0,0,0
16.01.2020,17:00,0,0,0,0
16.01.2020,18:00,0,0,0,0
16.01.2020,19:00,0,0,0,0
16.01.2020,20:00,0,0,0,0
16.01.2020,21:00,0,0,0,0
16.01.2020,22:00,0,0,0,0
16.01.2020,23:00,0,0,0,0
17.01.2020,00:00,0,0,0,0
17.01.2020,01:00,0,0,0,0
17.01.2020,02:00,0,0,0,0
17.01.2020,03:00,0,0,0,0
17.01.2020,04:00,0,0,0,0
17.01.2020,05:00,0,0,0,0
17.01.2020,06:00,0,0,0,0
17.01.2020,07:00,0,0,0,0
17.01.2020,08:00,0,0,0,0
17.01.2020,09:00,0,0,0,0
17.01.2020,10:00,0,0,0,0
17.01.2020,11:00,0,0,0,6
17.01.2020,12:00,0,0,0,234
17.01.2020,13:00,0,0,0,246
17.01.2020,14:00,0,0,0,262
17.01.2020,15:00,0,0,0,286
17.01.2020,16:00,0,0,0,275
17.01.2020,17:00,0,0,0,276
17.01.2020,18:00,0,0,0,278
17.01.2020,19:00,0,0,0,280
17.01.2020,20:00,0,0,0,281
17.01.2020,21:00,0,0,0,279
17.01.2020,22:00,0,0,0,278
17.01.2020,23:00,0,0,0,276
18.01.2020,00:00,0,0,0,279
18.01.2020,01:00,0,0,0,278
18.01.2020,02:00,0,0,0,280
18.01.2020,03:00,0,0,0,275
18.01.2020,04:00,0,0,0,278
18.01.2020,05:00,0,0,0,278
18.01.2020,06:00,0,0,0,282
18.01.2020,07:00,0,0,0,278
18.01.2020,08:00,0,0,0,280
18.01.2020,09:00,0,0,0,277
18.01.2020,10:00,0,0,0,278
18.01.2020,11:00,0,0,0,277
18.01.2020,12:00,0,0,0,279
18.01.2020,13:00,0,0,0,278
18.01.2020,14:00,0,0,0,275
18.01.2020,15:00,0,0,0,276
18.01.2020,16:00,0,0,0,277
18.01.2020,17:00,0,0,0,278
18.01.2020,18:00,0,0,0,276
18.01.2020,19:00,0,0,0,279
18.01.2020,20:00,0,0,0,280
18.01.2020,21:00,0,0,0,281
18.01.2020,22:00,0,0,0,274
18.01.2020,23:00,0,0,0,286
19.01.2020,00:00,0,0,0,284
19.01.2020,01:00,0,0,0,280
19.01.2020,02:00,0,0,0,278
19.01.2020,03:00,0,0,0,279
19.01.2020,04:00,0,0,0,278
19.01.2020,05:00,0,0,0,279
19.01.2020,06:00,0,0,0,280
19.01.2020,07:00,0,0,0,278
19.01.2020,08:00,0,0,0,279
19.01.2020,09:00,0,0,0,280
19.01.2020,10:00,0,0,0,278
19.01.2020,11:00,0,0,0,280
19.01.2020,12:00,0,0,0,278
19.01.2020,13:00,0,0,0,275
19.01.2020,14:00,0,0,0,274
19.01.2020,15:00,0,0,0,277
19.01.2020,16:00,0,0,0,281
19.01.2020,17:00,0,0,0,281
19.01.2020,18:00,0,0,0,279
19.01.2020,19:00,0,0,0,278
19.01.2020,20:00,0,0,0,278
19.01.2020,21:00,0,0,0,278
19.01.2020,22:00,0,0,0,278
19.01.2020,23:00,0,0,0,279
20.01.2020,00:00,0,0,0,279
20.01.2020,01:00,0,0,0,278
20.01.2020,02:00,0,0,0,279
20.01.2020,03:00,0,0,0,279
20.01.2020,04:00,0,0,0,277
20.01.2020,05:00,0,0,0,280
20.01.2020,06:00,0,0,0,279
20.01.2020,07:00,0,0,0,275
20.01.2020,08:00,0,0,0,282
20.01.2020,09:00,0,0,0,353
20.01.2020,10:00,0,0,0,501
20.01.2020,11:00,0,0,0,71
20.01.2020,12:00,0,0,0,0
20.01.2020,13:00,0,0,0,0
20.01.2020,14:00,0,0,0,0
20.01.2020,15:00,0,0,0,0
20.01.2020,16:00,0,0,0,0
20.01.2020,17:00,0,0,0,0
20.01.2020,18:00,0,0,0,0
20.01.2020,19:00,0,0,0,0
20.01.2020,20:00,0,0,0,0
20.01.2020,21:00,0,0,0,0
20.01.2020,22:00,0,0,0,0
20.01.2020,23:00,0,0,0,0
21.01.2020,00:00,0,0,0,0
21.01.2020,01:00,0,0,0,0
21.01.2020,02:00,0,0,0,0
21.01.2020,03:00,0,0,0,0
21.01.2020,04:00,0,0,0,0
21.01.2020,05:00,0,0,0,0
21.01.2020,06:00,0,0,0,0
21.01.2020,07:00,0,0,0,0
21.01.2020,08:00,0,0,0,0
21.01.2020,09:00,0,0,0,0
21.01.2020,10:00,0,0,0,0
21.01.2020,11:00,0,0,0,0
21.01.2020,12:00,0,0,0,0
21.01.2020,13:00,0,0,0,0
21.01.2020,14:00,0,0,0,0
21.01.2020,15:00,0,0,0,0
21.01.2020,16:00,0,0,0,0
21.01.2020,17:00,0,0,0,0
21.01.2020,18:00,0,0,0,0
21.01.2020,19:00,0,0,0,0
21.01.2020,20:00,0,0,0,0
21.01.2020,21:00,0,0,0,0
21.01.2020,22:00,0,0,0,0
21.01.2020,23:00,0,0,0,0
22.01.2020,00:00,0,0,0,0
22.01.2020,01:00,0,0,0,0
22.01.2020,02:00,0,0,0,0
22.01.2020,03:00,0,0,0,0
22.01.2020,04:00,0,0,0,0
22.01.2020,05:00,0,0,0,0
22.01.2020,06:00,0,0,0,0
22.01.2020,07:00,0,0,0,0
22.01.2020,08:00,0,0,0,0
22.01.2020,09:00,0,0,0,0
22.01.2020,10:00,0,0,0,0
22.01.2020,11:00,0,0,0,0
22.01.2020,12:00,0,0,0,0
22.01.2020,13:00,0,0,0,0
22.01.2020,14:00,0,0,0,0
22.01.2020,15:00,0,0,0,0
22.01.2020,16:00,0,0,0,0
22.01.2020,17:00,0,0,0,0
22.01.2020,18:00,0,0,0,0
22.01.2020,19:00,0,0,0,0
22.01.2020,20:00,0,0,0,0
22.01.2020,21:00,0,0,0,0
22.01.2020,22:00,0,0,0,0
22.01.2020,23:00,0,0,0,0
23.01.2020,00:00,0,0,0,0
23.01.2020,01:00,0,0,0,0
23.01.2020,02:00,0,0,0,0
23.01.2020,03:00,0,0,0,0
23.01.2020,04:00,0,0,0,0
23.01.2020,05:00,0,0,0,0
23.01.2020,06:00,0,0,0,0
23.01.2020,07:00,0,0,0,0
23.01.2020,08:00,0,0,0,0
23.01.2020,09:00,0,0,0,0
23.01.2020,10:00,0,0,0,0
23.01.2020,11:00,0,0,0,0
23.01.2020,12:00,0,0,0,0
23.01.2020,13:00,0,0,0,0
23.01.2020,14:00,0,0,0,0
23.01.2020,15:00,0,0,0,0
23.01.2020,16:00,0,0,0,0
23.01.2020,17:00,0,0,0,0
23.01.2020,18:00,0,0,0,0
23.01.2020,19:00,0,0,0,0
23.01.2020,20:00,0,0,0,0
23.01.2020,21:00,0,0,0,0
23.01.2020,22:00,0,0,0,0
23.01.2020,23:00,0,0,0,0
24.01.2020,00:00,0,0,0,0
24.01.2020,01:00,0,0,0,0
24.01.2020,02:00,0,0,0,0
24.01.2020,03:00,0,0,0,0
24.01.2020,04:00,0,0,0,0
24.01.2020,05:00,0,0,0,0
24.01.2020,06:00,0,0,0,0
24.01.2020,07:00,0,0,0,0
24.01.2020,08:00,0,0,0,0
24.01.2020,09:00,0,0,0,0
24.01.2020,10:00,0,0,0,0
24.01.2020,11:00,0,0,0,0
24.01.2020,12:00,0,0,0,0
24.01.2020,13:00,0,0,0,0
24.01.2020,14:00,0,0,0,0
24.01.2020,15:00,0,0,0,0
24.01.2020,16:00,0,0,0,0
24.01.2020,17:00,0,0,0,0
24.01.2020,18:00,0,0,0,0
24.01.2020,19:00,0,0,0,0
24.01.2020,20:00,0,0,0,0
24.01.2020,21:00,0,0,0,0
24.01.2020,22:00,0,0,0,0
24.01.2020,23:00,0,0,0,0
25.01.2020,00:00,0,0,0,0
25.01.2020,01:00,0,0,0,0
25.01.2020,02:00,0,0,0,0
25.01.2020,03:00,0,0,0,0
25.01.2020,04:00,0,0,0,0
25.01.2020,05:00,0,0,0,0
25.01.2020,06:00,0,0,0,0
25.01.2020,07:00,0,0,0,0
25.01.2020,08:00,0,0,0,0
25.01.2020,09:00,0,0,0,0
25.01.2020,10:00,0,0,0,0
25.01.2020,11:00,0,0,0,0
25.01.2020,12:00,0,0,0,0
25.01.2020,13:00,0,0,0,0
25.01.2020,14:00,0,0,0,0
25.01.2020,15:00,0,0,0,0
25.01.2020,16:00,0,0,0,0
25.01.2020,17:00,0,0,0,0
25.01.2020,18:00,0,0,0,0
25.01.2020,19:00,0,0,0,0
25.01.2020,20:00,0,0,0,0
25.01.2020,21:00,0,0,0,0
25.01.2020,22:00,0,0,0,0
25.01.2020,23:00,0,0,0,0
26.01.2020,00:00,0,0,0,0
26.01.2020,01:00,0,0,0,0
26.01.2020,02:00,0,0,0,0
26.01.2020,03:00,0,0,0,0
26.01.2020,04:00,0,0,0,0
26.01.2020,05:00,0,0,0,0
26.01.2020,06:00,0,0,0,0
26.01.2020,07:00,0,0,0,0
26.01.2020,08:00,0,0,0,0
26.01.2020,09:00,0,0,0,0
26.01.2020,10:00,0,0,0,0
26.01.2020,11:00,0,0,0,0
26.01.2020,12:00,0,0,0,0
26.01.2020,13:00,0,0,0,0
26.01.2020,14:00,0,0,0,0
26.01.2020,15:00,0,0,0,0
26.01.2020,16:00,0,0,0,0
26.01.2020,17:00,0,0,0,0
26.01.2020,18:00,0,0,0,0
26.01.2020,19:00,0,0,0,0
26.01.2020,20:00,0,0,0,0
26.01.2020,21:00,0,0,0,0
26.01.2020,22:00,0,0,0,0
26.01.2020,23:00,0,0,0,0
27.01.2020,00:00,0,0,0,0
27.01.2020,01:00,0,0,0,0
27.01.2020,02:00,0,0,0,0
27.01.2020,03:00,0,0,0,0
27.01.2020,04:00,0,0,0,0
27.01.2020,05:00,0,0,0,0
27.01.2020,06:00,0,0,0,0
27.01.2020,07:00,0,0,0,0
27.01.2020,08:00,0,0,0,0
27.01.2020,09:00,0,0,0,0
27.01.2020,10:00,0,0,0,0
27.01.2020,11:00,0,0,0,0
27.01.2020,12:00,0,0,0,0
27.01.2020,13:00,0,0,0,0
27.01.2020,14:00,0,0,0,0
27.01.2020,15:00,0,0,0,0
27.01.2020,16:00,0,0,0,0
27.01.2020,17:00,0,0,0,0
27.01.2020,18:00,0,0,0,0
27.01.2020,19:00,0,0,0,0
27.01.2020,20:00,0,0,0,0
27.01.2020,21:00,0,0,0,0
27.01.2020,22:00,0,0,0,0
27.01.2020,23:00,0,0,0,0
28.01.2020,00:00,0,0,0,0
28.01.2020,01:00,0,0,0,0
28.01.2020,02:00,0,0,0,0
28.01.2020,03:00,0,0,0,0
28.01.2020,04:00,0,0,0,0
28.01.2020,05:00,0,0,0,0
28.01.2020,06:00,0,0,0,0
28.01.2020,07:00,0,0,0,0
28.01.2020,08:00,0,0,0,0
28.01.2020,09:00,0,0,0,0
28.01.2020,10:00,0,0,0,0
28.01.2020,11:00,0,0,0,0
28.01.2020,12:00,0,0,0,0
28.01.2020,13:00,0,0,0,0
28.01.2020,14:00,0,0,0,0
28.01.2020,15:00,0,0,0,0
28.01.2020,16:00,0,0,0,0
28.01.2020,17:00,0,0,0,0
28.01.2020,18:00,0,0,0,0
28.01.2020,19:00,0,0,0,0
28.01.2020,20:00,0,0,0,0
28.01.2020,21:00,0,0,0,0
28.01.2020,22:00,0,0,0,0
28.01.2020,23:00,0,0,0,0
29.01.2020,00:00,0,0,0,0
29.01.2020,01:00,0,0,0,0
29.01.2020,02:00,0,0,0,0
29.01.2020,03:00,0,0,0,0
29.01.2020,04:00,0,0,0,0
29.01.2020,05:00,0,0,0,0
29.01.2020,06:00,0,0,0,0
29.01.2020,07:00,0,0,0,0
29.01.2020,08:00,0,0,0,0
29.01.2020,09:00,0,0,0,0
29.01.2020,10:00,0,0,0,0
29.01.2020,11:00,0,0,0,0
29.01.2020,12:00,0,0,0,0
29.01.2020,13:00,0,0,0,0
29.01.2020,14:00,0,0,0,0
29.01.2020,15:00,0,0,0,0
29.01.2020,16:00,0,0,0,0
29.01.2020,17:00,0,0,0,0
29.01.2020,18:00,0,0,0,0
29.01.2020,19:00,0,0,0,0
29.01.2020,20:00,0,0,0,0
29.01.2020,21:00,0,0,0,0
29.01.2020,22:00,0,0,0,0
29.01.2020,23:00,0,0,0,0
30.01.2020,00:00,0,0,0,0
30.01.2020,01:00,0,0,0,0
30.01.2020,02:00,0,0,0,0
30.01.2020,03:00,0,0,0,0
30.01.2020,04:00,0,0,0,0
30.01.2020,05:00,0,0,0,0
30.01.2020,06:00,0,0,0,0
30.01.2020,07:00,0,0,0,0
30.01.2020,08:00,0,0,0,0
30.01.2020,09:00,0,0,0,0
30.01.2020,10:00,0,0,0,0
30.01.2020,11:00,0,0,0,0
30.01.2020,12:00,0,0,0,0
30.01.2020,13:00,0,0,0,0
30.01.2020,14:00,0,0,0,0
30.01.2020,15:00,0,0,0,0
30.01.2020,16:00,0,0,0,0
30.01.2020,17:00,0,0,0,0
30.01.2020,18:00,0,0,0,0
30.01.2020,19:00,0,0,0,0
30.01.2020,20:00,0,0,0,0
30.01.2020,21:00,0,0,0,0
30.01.2020,22:00,0,0,0,0
30.01.2020,23:00,0,0,0,0
31.01.2020,00:00,0,0,0,0
31.01.2020,01:00,0,0,0,0
31.01.2020,02:00,0,0,0,0
31.01.2020,03:00,0,0,0,0
31.01.2020,04:00,0,0,0,0
31.01.2020,05:00,0,0,0,0
31.01.2020,06:00,0,0,0,0
31.01.2020,07:00,0,0,0,0
31.01.2020,08:00,0,0,0,0
31.01.2020,09:00,0,0,0,0
