Datum,Uhrzeit,Generation_DE D[MW],Generation_DE B[MW],Generation_DE A[MW],Generation_DE C[MW],Generation_DE E[MW]
04.01.2020,13:00,0,0,0,0,0
04.01.2020,14:00,0,0,0,0,0
04.01.2020,15:00,0,0,0,0,0
04.01.2020,16:00,0,0,0,0,0
04.01.2020,17:00,0,0,0,0,0
04.01.2020,18:00,0,0,0,0,0
04.01.2020,19:00,0,0,0,0,0
04.01.2020,20:00,0,0,0,0,0
04.01.2020,21:00,0,0,0,0,0
04.01.2020,22:00,0,0,0,0,0
04.01.2020,23:00,0,0,0,0,0
05.01.2020,00:00,0,0,0,0,0
05.01.2020,01:00,0,0,0,0,0
05.01.2020,02:00,0,0,0,0,0
05.01.2020,03:00,0,0,0,0,0
05.01.2020,04:00,0,0,0,0,0
05.01.2020,05:00,0,0,0,0,0
05.01.2020,06:00,0,0,0,0,0
05.01.2020,07:00,0,0,0,0,0
05.01.2020,08:00,0,0,0,0,0
05.01.2020,09:00,0,0,0,0,0
05.01.2020,10:00,0,0,0,0,0
05.01.2020,11:00,0,0,0,0,0
05.01.2020,12:00,0,0,0,0,0
05.01.2020,13:00,0,0,0,0,0
05.01.2020,14:00,0,0,0,0,0
05.01.2020,15:00,0,0,0,0,0
05.01.2020,16:00,0,0,0,0,0
05.01.2020,17:00,0,0,0,0,0
05.01.2020,18:00,0,0,0,0,0
05.01.2020,19:00,0,0,0,0,0
05.01.2020,20:00,0,0,0,0,0
05.01.2020,21:00,0,0,0,0,0
05.01.2020,22:00,0,0,0,0,0
05.01.2020,23:00,0,0,0,0,0
06.01.2020,00:00,0,0,0,0,0
06.01.2020,01:00,0,0,0,0,0
06.01.2020,02:00,0,0,0,0,0
06.01.2020,03:00,0,0,0,0,0
06.01.2020,04:00,0,0,0,0,0
06.01.2020,05:00,0,0,0,0,0
06.01.2020,06:00,0,0,0,0,0
06.01.2020,07:00,0,0,0,0,0
06.01.2020,08:00,0,0,0,0,0
06.01.2020,09:00,0,0,0,0,0
06.01.2020,10:00,0,0,0,0,0
06.01.2020,11:00,0,0,0,0,0
06.01.2020,12:00,0,0,0,0,0
06.01.2020,13:00,0,0,0,0,0
06.01.2020,14:00,0,0,0,0,0
06.01.2020,15:00,0,0,0,0,0
06.01.2020,16:00,0,0,0,0,0
06.01.2020,17:00,0,0,0,0,0
06.01.2020,18:00,0,0,0,0,0
06.01.2020,19:00,0,0,0,0,0
06.01.2020,20:00,0,0,0,0,0
06.01.2020,21:00,0,0,0,0,0
06.01.2020,22:00,0,0,0,0,0
06.01.2020,23:00,0,0,0,0,0
07.01.2020,00:00,0,0,0,0,0
07.01.2020,01:00,0,0,0,0,0
07.01.2020,02:00,0,0,0,0,0
07.01.2020,03:00,0,0,0,0,64
07.01.2020,04:00,0,0,0,0,233
07.01.2020,05:00,0,0,0,0,329
07.01.2020,06:00,0,0,0,0,369
07.01.2020,07:00,0,0,0,0,462
07.01.2020,08:00,0,0,0,0,643
07.01.2020,09:00,0,0,0,0,660
07.01.2020,10:00,0,0,0,0,762
07.01.2020,11:00,0,0,0,0,775
07.01.2020,12:00,0,0,0,0,730
07.01.2020,13:00,0,0,0,0,740
07.01.2020,14:00,0,0,0,0,771
07.01.2020,15:00,0,0,0,0,778
07.01.2020,16:00,0,0,0,0,778
07.01.2020,17:00,0,0,0,0,780
07.01.2020,18:00,0,0,0,0,673
07.01.2020,19:00,0,0,0,0,516
07.01.2020,20:00,0,0,0,0,313
07.01.2020,21:00,0,0,0,0,213
07.01.2020,22:00,0,0,0,0,212
07.01.2020,23:00,0,0,0,0,221
08.01.2020,00:00,0,0,0,0,218
08.01.2020,01:00,0,0,0,0,215
08.01.2020,02:00,0,0,0,0,215
08.01.2020,03:00,0,0,0,0,216
08.01.2020,04:00,0,0,0,0,218
08.01.2020,05:00,0,0,0,0,224
08.01.2020,06:00,0,0,0,0,241
08.01.2020,07:00,0,0,0,0,622
08.01.2020,08:00,0,0,0,0,752
08.01.2020,09:00,0,0,0,0,517
08.01.2020,10:00,0,0,0,0,692
08.01.2020,11:00,0,0,0,0,778
08.01.2020,12:00,0,0,0,0,777
08.01.2020,13:00,0,0,0,0,777
08.01.2020,14:00,0,0,0,0,775
08.01.2020,15:00,0,0,0,0,779
08.01.2020,16:00,0,0,0,0,777
08.01.2020,17:00,0,0,0,0,779
08.01.2020,18:00,0,0,0,0,776
08.01.2020,19:00,0,0,0,0,778
08.01.2020,20:00,0,0,0,0,780
08.01.2020,21:00,0,0,0,0,780
08.01.2020,22:00,0,0,0,0,716
08.01.2020,23:00,0,0,0,0,732
09.01.2020,00:00,0,0,0,0,686
09.01.2020,01:00,0,0,0,0,454
09.01.2020,02:00,0,0,0,0,350
09.01.2020,03:00,0,0,0,0,363
09.01.2020,04:00,0,0,0,0,362
09.01.2020,05:00,0,0,0,0,379
09.01.2020,06:00,0,0,0,0,636
09.01.2020,07:00,0,0,0,0,779
09.01.2020,08:00,0,0,0,0,774
09.01.2020,09:00,0,0,0,0,692
09.01.2020,10:00,0,0,0,0,631
09.01.2020,11:00,0,0,0,0,689
09.01.2020,12:00,0,0,0,0,374
09.01.2020,13:00,0,0,0,0,281
09.01.2020,14:00,0,0,0,0,216
09.01.2020,15:00,0,0,0,0,212
09.01.2020,16:00,0,0,0,0,321
09.01.2020,17:00,0,0,0,0,543
09.01.2020,18:00,0,0,0,0,750
09.01.2020,19:00,0,0,0,0,758
09.01.2020,20:00,0,0,0,0,369
09.01.2020,21:00,0,0,0,0,83
09.01.2020,22:00,0,0,0,0,0
09.01.2020,23:00,0,0,0,0,0
10.01.2020,00:00,0,0,0,0,0
10.01.2020,01:00,0,0,0,0,0
10.01.2020,02:00,0,0,0,0,0
10.01.2020,03:00,0,0,0,0,0
10.01.2020,04:00,0,0,0,0,0
10.01.2020,05:00,0,0,0,0,0
10.01.2020,06:00,0,0,0,0,0
10.01.2020,07:00,0,0,0,0,0
10.01.2020,08:00,0,0,0,0,0
10.01.2020,09:00,0,0,0,0,0
10.01.2020,10:00,0,0,0,0,0
10.01.2020,11:00,0,0,0,0,0
10.01.2020,12:00,0,0,0,0,0
10.01.2020,13:00,0,0,0,0,0
10.01.2020,14:00,0,0,0,0,0
10.01.2020,15:00,0,0,0,0,0
10.01.2020,16:00,0,0,0,0,0
10.01.2020,17:00,0,0,0,0,0
10.01.2020,18:00,0,0,0,0,0
10.01.2020,19:00,0,0,0,0,0
10.01.2020,20:00,0,0,0,0,0
10.01.2020,21:00,0,0,0,0,0
10.01.2020,22:00,0,0,0,0,0
10.01.2020,23:00,0,0,0,0,0
11.01.2020,00:00,0,0,0,0,0
11.01.2020,01:00,0,0,0,0,0
11.01.2020,02:00,0,0,0,0,0
11.01.2020,03:00,0,0,0,0,0
11.01.2020,04:00,0,0,0,0,0
11.01.2020,05:00,0,0,0,0,0
11.01.2020,06:00,0,0,0,0,0
11.01.2020,07:00,0,0,0,0,0
11.01.2020,08:00,0,0,0,0,0
11.01.2020,09:00,0,0,0,0,0
11.01.2020,10:00,0,0,0,0,0
11.01.2020,11:00,0,0,0,0,0
11.01.2020,12:00,0,0,0,0,0
11.01.2020,13:00,0,0,0,0,0
11.01.2020,14:00,0,0,0,0,0
11.01.2020,15:00,0,0,0,0,0
11.01.2020,16:00,0,0,0,0,0
11.01.2020,17:00,0,0,0,0,0
11.01.2020,18:00,0,0,0,0,0
11.01.2020,19:00,0,0,0,0,0
11.01.2020,20:00,0,0,0,0,0
11.01.2020,21:00,0,0,0,0,0
11.01.2020,22:00,0,0,0,0,0
11.01.2020,23:00,0,0,0,0,0
12.01.2020,00:00,0,0,0,0,0
12.01.2020,01:00,0,0,0,0,0
12.01.2020,02:00,0,0,0,0,0
12.01.2020,03:00,0,0,0,0,0
12.01.2020,04:00,0,0,0,0,0
12.01.2020,05:00,0,0,0,0,0
12.01.2020,06:00,0,0,0,0,0
12.01.2020,07:00,0,0,0,0,0
12.01.2020,08:00,0,0,0,0,0
12.01.2020,09:00,0,0,0,0,0
12.01.2020,10:00,0,0,0,0,0
12.01.2020,11:00,0,0,0,0,0
12.01.2020,12:00,0,0,0,0,0
12.01.2020,13:00,0,0,0,0,0
12.01.2020,14:00,0,0,0,0,0
12.01.2020,15:00,0,0,0,0,0
12.01.2020,16:00,0,0,0,0,0
12.01.2020,17:00,0,0,0,0,0
12.01.2020,18:00,0,0,0,0,0
12.01.2020,19:00,0,0,0,0,0
12.01.2020,20:00,0,0,0,0,0
12.01.2020,21:00,0,0,0,0,0
12.01.2020,22:00,0,0,0,0,0
12.01.2020,23:00,0,0,0,0,0
13.01.2020,00:00,0,0,0,0,0
13.01.2020,01:00,0,0,0,0,0
13.01.2020,02:00,0,0,0,0,0
13.01.2020,03:00,0,0,0,0,0
13.01.2020,04:00,0,0,0,0,0
13.01.2020,05:00,0,0,0,0,0
13.01.2020,06:00,0,0,0,0,0
13.01.2020,07:00,0,0,0,0,0
13.01.2020,08:00,0,0,0,0,0
13.01.2020,09:00,0,0,0,0,0
13.01.2020,10:00,0,0,0,0,0
13.01.2020,11:00,0,0,0,0,0
13.01.2020,12:00,0,0,0,0,0
13.01.2020,13:00,0,0,0,0,0
13.01.2020,14:00,0,0,0,0,0
13.01.2020,15:00,0,0,0,0,0
13.01.2020,16:00,0,0,0,0,0
13.01.2020,17:00,0,0,0,0,0
13.01.2020,18:00,0,0,0,0,0
13.01.2020,19:00,0,0,0,0,0
13.01.2020,20:00,0,0,0,0,0
13.01.2020,21:00,0,0,0,0,0
13.01.2020,22:00,0,0,0,0,0
13.01.2020,23:00,0,0,0,0,0
14.01.2020,00:00,0,0,0,0,0
14.01.2020,01:00,0,0,0,0,0
14.01.2020,02:00,0,0,0,0,0
14.01.2020,03:00,0,0,0,0,0
14.01.2020,04:00,0,0,0,0,0
14.01.2020,05:00,0,0,0,0,0
14.01.2020,06:00,0,0,0,0,0
14.01.2020,07:00,0,0,0,0,0
14.01.2020,08:00,0,0,0,0,0
14.01.2020,09:00,0,0,0,0,0
14.01.2020,10:00,0,0,0,0,0
14.01.2020,11:00,0,0,0,0,0
14.01.2020,12:00,0,0,0,0,0
14.01.2020,13:00,0,0,0,0,0
14.01.2020,14:00,0,0,0,0,0
14.01.2020,15:00,0,0,0,0,0
14.01.2020,16:00,0,0,0,0,0
14.01.2020,17:00,0,0,0,0,0
14.01.2020,18:00,0,0,0,0,0
14.01.2020,19:00,0,0,0,0,0
14.01.2020,20:00,0,0,0,0,0
14.01.2020,21:00,0,0,0,0,0
14.01.2020,22:00,0,0,0,0,0
14.01.2020,23:00,0,0,0,0,0
15.01.2020,00:00,0,0,0,0,0
15.01.2020,01:00,0,0,0,0,0
15.01.2020,02:00,0,0,0,0,0
15.01.2020,03:00,0,0,0,0,0
15.01.2020,04:00,0,0,0,0,0
15.01.2020,05:00,0,0,0,0,0
15.01.2020,06:00,0,0,0,0,0
15.01.2020,07:00,0,0,0,0,0
15.01.2020,08:00,0,0,0,0,0
15.01.2020,09:00,0,0,0,0,0
15.01.2020,10:00,0,0,0,0,0
15.01.2020,11:00,0,0,0,0,0
15.01.2020,12:00,0,0,0,0,0
15.01.2020,13:00,0,0,0,0,0
15.01.2020,14:00,0,0,0,0,0
15.01.2020,15:00,0,0,0,0,0
15.01.2020,16:00,0,0,0,0,0
15.01.2020,17:00,0,0,0,0,0
15.01.2020,18:00,0,0,0,0,0
15.01.2020,19:00,0,0,0,0,0
15.01.2020,20:00,0,0,0,0,0
15.01.2020,21:00,0,0,0,0,0
15.01.2020,22:00,0,0,0,0,0
15.01.2020,23:00,0,0,0,0,0
16.01.2020,00:00,0,0,0,0,0
16.01.2020,01:00,0,0,0,0,0
16.01.2020,02:00,0,0,0,0,0
16.01.2020,03:00,0,0,0,0,0
16.01.2020,04:00,0,0,0,0,0
16.01.2020,05:00,0,0,0,0,0
16.01.2020,06:00,0,0,0,0,0
16.01.2020,07:00,0,0,0,0,0
16.01.2020,08:00,0,0,0,0,0
16.01.2020,09:00,0,0,0,0,0
16.01.2020,10:00,0,0,0,0,0
16.01.2020,11:00,0,0,0,0,0
16.01.2020,12:00,0,0,0,0,0
16.01.2020,13:00,0,0,0,0,0
16.01.2020,14:00,0,0,0,0,0
16.01.2020,15:00,0,0,0,0,0
16.01.2020,16:00,0,0,0,0,0
16.01.2020,17:00,0,0,0,0,0
16.01.2020,18:00,0,0,0,0,0
16.01.2020,19:00,0,0,0,0,0
16.01.2020,20:00,0,0,0,0,0
16.01.2020,21:00,0,0,0,0,0
16.01.2020,22:00,0,0,0,0,0
16.01.2020,23:00,0,0,0,0,0
17.01.2020,00:00,0,0,0,0,0
17.01.2020,01:00,0,0,0,0,0
17.01.2020,02:00,0,0,0,0,0
17.01.2020,03:00,0,0,0,0,0
17.01.2020,04:00,0,0,0,0,0
17.01.2020,05:00,0,0,0,0,0
17.01.2020,06:00,0,0,0,0,0
17.01.2020,07:00,0,0,0,0,0
17.01.2020,08:00,0,0,0,0,0
17.01.2020,09:00,0,0,0,0,0
17.01.2020,10:00,0,0,0,0,0
17.01.2020,11:00,0,0,0,0,0
17.01.2020,12:00,0,0,0,0,0
17.01.2020,13:00,0,0,0,0,0
17.01.2020,14:00,0,0,0,0,0
17.01.2020,15:00,0,0,0,0,0
17.01.2020,16:00,0,0,0,0,0
17.01.2020,17:00,0,0,0,0,0
17.01.2020,18:00,0,0,0,0,0
17.01.2020,19:00,0,0,0,0,0
17.01.2020,20:00,0,0,0,0,0
17.01.2020,21:00,0,0,0,0,0
17.01.2020,22:00,0,0,0,0,0
17.01.2020,23:00,0,0,0,0,0
18.01.2020,00:00,0,0,0,0,0
18.01.2020,01:00,0,0,0,0,0
18.01.2020,02:00,0,0,0,0,0
18.01.2020,03:00,0,0,0,0,0
18.01.2020,04:00,0,0,0,0,0
18.01.2020,05:00,0,0,0,0,0
18.01.2020,06:00,0,0,0,0,0
18.01.2020,07:00,0,0,0,0,0
18.01.2020,08:00,0,0,0,0,0
18.01.2020,09:00,0,0,0,0,0
18.01.2020,10:00,0,0,0,0,0
18.01.2020,11:00,0,0,0,0,0
18.01.2020,12:00,0,0,0,0,0
18.01.2020,13:00,0,0,0,0,0
18.01.2020,14:00,0,0,0,0,0
18.01.2020,15:00,0,0,0,0,0
18.01.2020,16:00,0,0,0,0,0
18.01.2020,17:00,0,0,0,0,0
18.01.2020,18:00,0,0,0,0,0
18.01.2020,19:00,0,0,0,0,0
18.01.2020,20:00,0,0,0,0,0
18.01.2020,21:00,0,0,0,0,0
18.01.2020,22:00,0,0,0,0,0
18.01.2020,23:00,0,0,0,0,0
19.01.2020,00:00,0,0,0,0,0
19.01.2020,01:00,0,0,0,0,0
19.01.2020,02:00,0,0,0,0,0
19.01.2020,03:00,0,0,0,0,0
19.01.2020,04:00,0,0,0,0,0
19.01.2020,05:00,0,0,0,0,0
19.01.2020,06:00,0,0,0,0,0
19.01.2020,07:00,0,0,0,0,0
19.01.2020,08:00,0,0,0,0,0
19.01.2020,09:00,0,0,0,0,0
19.01.2020,10:00,0,0,0,0,0
19.01.2020,11:00,0,0,0,0,0
19.01.2020,12:00,0,0,0,0,0
19.01.2020,13:00,0,0,0,0,0
19.01.2020,14:00,0,0,0,0,0
19.01.2020,15:00,0,0,0,0,0
19.01.2020,16:00,0,0,0,0,0
19.01.2020,17:00,0,0,0,0,0
19.01.2020,18:00,0,0,0,0,0
19.01.2020,19:00,0,0,0,0,0
19.01.2020,20:00,0,0,0,0,0
19.01.2020,21:00,0,0,0,0,0
19.01.2020,22:00,0,0,0,0,0
19.01.2020,23:00,0,0,0,0,0
20.01.2020,00:00,0,0,0,0,0
20.01.2020,01:00,0,0,0,0,0
20.01.2020,02:00,0,0,0,0,0
20.01.2020,03:00,0,0,0,0,167
20.01.2020,04:00,0,0,0,0,246
20.01.2020,05:00,0,0,0,0,271
20.01.2020,06:00,0,0,0,0,358
20.01.2020,07:00,0,0,0,0,383
20.01.2020,08:00,0,0,0,0,380
20.01.2020,09:00,0,0,0,0,380
20.01.2020,10:00,0,0,0,0,381
20.01.2020,11:00,0,0,0,0,381
20.01.2020,12:00,0,0,0,0,378
20.01.2020,13:00,0,0,0,0,378
20.01.2020,14:00,0,0,0,0,474
20.01.2020,15:00,0,0,0,0,730
20.01.2020,16:00,0,0,0,0,771
20.01.2020,17:00,0,0,0,0,778
20.01.2020,18:00,0,0,0,0,779
20.01.2020,19:00,0,0,0,0,778
20.01.2020,20:00,0,0,0,0,779
20.01.2020,21:00,0,0,0,0,772
20.01.2020,22:00,0,0,0,0,777
20.01.2020,23:00,0,0,0,0,649
21.01.2020,00:00,0,0,0,0,404
21.01.2020,01:00,0,0,0,0,229
21.01.2020,02:00,0,0,0,0,210
21.01.2020,03:00,0,0,0,0,212
21.01.2020,04:00,0,0,0,0,215
21.01.2020,05:00,0,0,0,0,382
21.01.2020,06:00,0,0,0,0,661
21.01.2020,07:00,0,0,0,0,775
21.01.2020,08:00,0,0,0,0,774
21.01.2020,09:00,0,0,0,0,778
21.01.2020,10:00,0,0,0,0,777
21.01.2020,11:00,0,0,0,0,776
21.01.2020,12:00,0,0,0,0,779
21.01.2020,13:00,0,0,0,0,778
21.01.2020,14:00,0,0,0,0,777
21.01.2020,15:00,0,0,0,0,780
21.01.2020,16:00,0,0,0,0,778
21.01.2020,17:00,0,0,0,0,779
21.01.2020,18:00,0,0,0,0,779
21.01.2020,19:00,0,0,0,0,781
21.01.2020,20:00,0,0,0,0,778
21.01.2020,21:00,0,0,0,0,779
21.01.2020,22:00,0,0,0,0,778
21.01.2020,23:00,0,0,0,0,600
22.01.2020,00:00,0,0,0,0,338
22.01.2020,01:00,0,0,0,0,341
22.01.2020,02:00,0,0,0,0,343
22.01.2020,03:00,0,0,0,0,340
22.01.2020,04:00,0,0,0,0,467
22.01.2020,05:00,0,0,0,0,643
22.01.2020,06:00,0,0,0,0,776
22.01.2020,07:00,0,0,0,0,774
22.01.2020,08:00,0,0,0,0,777
22.01.2020,09:00,0,0,0,0,779
22.01.2020,10:00,0,0,0,0,780
22.01.2020,11:00,0,0,0,0,776
22.01.2020,12:00,0,0,0,0,779
22.01.2020,13:00,0,0,0,0,778
22.01.2020,14:00,0,0,0,0,779
22.01.2020,15:00,0,0,0,0,778
22.01.2020,16:00,0,0,0,0,778
22.01.2020,17:00,0,0,0,0,778
22.01.2020,18:00,0,0,0,0,779
22.01.2020,19:00,0,0,0,0,782
22.01.2020,20:00,0,0,0,0,782
22.01.2020,21:00,0,0,0,0,780
22.01.2020,22:00,0,0,0,0,779
22.01.2020,23:00,0,0,0,0,778
23.01.2020,00:00,0,0,0,0,783
23.01.2020,01:00,0,0,0,0,743
23.01.2020,02:00,0,0,0,0,777
23.01.2020,03:00,0,0,0,0,780
23.01.2020,04:00,0,0,0,0,778
23.01.2020,05:00,0,0,0,0,779
23.01.2020,06:00,0,0,0,0,778
23.01.2020,07:00,0,0,0,0,781
23.01.2020,08:00,0,0,0,0,778
23.01.2020,09:00,0,0,0,0,780
23.01.2020,10:00,0,0,0,0,778
23.01.2020,11:00,0,0,0,0,778
23.01.2020,12:00,0,0,0,0,781
23.01.2020,13:00,0,0,0,0,779
23.01.2020,14:00,0,0,0,0,782
23.01.2020,15:00,0,0,0,0,778
23.01.2020,16:00,0,0,0,0,779
23.01.2020,17:00,0,0,0,0,780
23.01.2020,18:00,0,0,0,0,779
23.01.2020,19:00,0,0,0,0,779
23.01.2020,20:00,0,0,0,0,781
23.01.2020,21:00,0,0,0,0,777
23.01.2020,22:00,0,0,0,0,778
23.01.2020,23:00,0,0,0,0,780
24.01.2020,00:00,0,0,0,0,778
24.01.2020,01:00,0,0,0,0,778
24.01.2020,02:00,0,0,0,0,771
24.01.2020,03:00,0,0,0,0,780
24.01.2020,04:00,0,0,0,0,774
24.01.2020,05:00,0,0,0,0,777
24.01.2020,06:00,0,0,0,0,779
24.01.2020,07:00,0,0,0,0,780
24.01.2020,08:00,0,0,0,0,781
24.01.2020,09:00,0,0,0,0,780
24.01.2020,10:00,0,0,0,0,779
24.01.2020,11:00,0,0,0,0,778
24.01.2020,12:00,0,0,0,0,777
24.01.2020,13:00,0,0,0,0,780
24.01.2020,14:00,0,0,0,0,778
24.01.2020,15:00,0,0,0,0,777
24.01.2020,16:00,0,0,0,0,779
24.01.2020,17:00,0,0,0,0,779
24.01.2020,18:00,0,0,0,0,779
24.01.2020,19:00,0,0,0,0,779
24.01.2020,20:00,0,0,0,0,779
24.01.2020,21:00,0,0,0,0,780
24.01.2020,22:00,0,0,0,0,778
24.01.2020,23:00,0,0,0,0,743
25.01.2020,00:00,0,0,0,0,764
25.01.2020,01:00,0,0,0,0,781
25.01.2020,02:00,0,0,0,0,779
25.01.2020,03:00,0,0,0,0,758
25.01.2020,04:00,0,0,0,0,680
25.01.2020,05:00,0,0,0,0,732
25.01.2020,06:00,0,0,0,0,739
25.01.2020,07:00,0,0,0,0,761
25.01.2020,08:00,0,0,0,0,783
25.01.2020,09:00,0,0,0,0,777
25.01.2020,10:00,0,0,0,0,780
25.01.2020,11:00,0,0,0,0,780
25.01.2020,12:00,0,0,0,0,777
25.01.2020,13:00,0,0,0,0,777
25.01.2020,14:00,0,0,0,0,781
25.01.2020,15:00,0,0,0,0,779
25.01.2020,16:00,0,0,0,0,778
25.01.2020,17:00,0,0,0,0,779
25.01.2020,18:00,0,0,0,0,779
25.01.2020,19:00,0,0,0,0,779
25.01.2020,20:00,0,0,0,0,779
25.01.2020,21:00,0,0,0,0,782
25.01.2020,22:00,0,0,0,0,781
25.01.2020,23:00,0,0,0,0,778
26.01.2020,00:00,0,0,0,0,452
26.01.2020,01:00,0,0,0,0,353
26.01.2020,02:00,0,0,0,0,269
26.01.2020,03:00,0,0,0,0,221
26.01.2020,04:00,0,0,0,0,216
26.01.2020,05:00,0,0,0,0,213
26.01.2020,06:00,0,0,0,0,214
26.01.2020,07:00,0,0,0,0,217
26.01.2020,08:00,0,0,0,0,356
26.01.2020,09:00,0,0,0,0,629
26.01.2020,10:00,0,0,0,0,786
26.01.2020,11:00,0,0,0,0,780
26.01.2020,12:00,0,0,0,0,674
26.01.2020,13:00,0,0,0,0,373
26.01.2020,14:00,0,0,0,0,342
26.01.2020,15:00,0,0,0,0,522
26.01.2020,16:00,0,0,0,0,760
26.01.2020,17:00,0,0,0,0,777
26.01.2020,18:00,0,0,0,0,778
26.01.2020,19:00,0,0,0,0,781
26.01.2020,20:00,0,0,0,0,661
26.01.2020,21:00,0,0,0,0,271
26.01.2020,22:00,0,0,0,0,207
26.01.2020,23:00,0,0,0,0,218
27.01.2020,00:00,0,0,0,0,214
27.01.2020,01:00,0,0,0,0,215
27.01.2020,02:00,0,0,0,0,216
27.01.2020,03:00,0,0,0,0,216
27.01.2020,04:00,0,0,0,0,217
27.01.2020,05:00,0,0,0,0,218
27.01.2020,06:00,0,0,0,0,385
27.01.2020,07:00,0,0,0,0,699
27.01.2020,08:00,0,0,0,0,779
27.01.2020,09:00,0,0,0,0,776
27.01.2020,10:00,0,0,0,0,777
27.01.2020,11:00,0,0,0,0,715
27.01.2020,12:00,0,0,0,0,644
27.01.2020,13:00,0,0,0,0,669
27.01.2020,14:00,0,0,0,0,766
27.01.2020,15:00,0,0,0,0,750
27.01.2020,16:00,0,0,0,0,772
27.01.2020,17:00,0,0,0,0,769
27.01.2020,18:00,0,0,0,0,780
27.01.2020,19:00,0,0,0,0,766
27.01.2020,20:00,0,0,0,0,697
27.01.2020,21:00,0,0,0,0,256
27.01.2020,22:00,0,0,0,0,0
27.01.2020,23:00,0,0,0,0,0
28.01.2020,00:00,0,0,0,0,0
28.01.2020,01:00,0,0,0,0,0
28.01.2020,02:00,0,0,0,0,0
28.01.2020,03:00,0,0,0,0,0
28.01.2020,04:00,0,0,0,0,0
28.01.2020,05:00,0,0,0,0,0
28.01.2020,06:00,0,0,0,0,0
28.01.2020,07:00,0,0,0,0,0
28.01.2020,08:00,0,0,0,0,0
28.01.2020,09:00,0,0,0,0,0
28.01.2020,10:00,0,0,0,0,0
28.01.2020,11:00,0,0,0,0,0
